Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
tru1,TRU,TRU,1,01,ordinary,20061109,20100623,39030,40352,09/11/2006,23/06/2010,786,TRUST COMPANY LIMITED,TRUST COMPANY LTD,28/05/1990,19/12/2013,40200000,17,40,N,,,,0C0000A4CC,0P00006X0D,,,TRU1
tru1,TRU,TRU,1,01,ordinary,20100624,20131219,40353,41627,24/06/2010,19/12/2013,780,THE TRUST COMPANY LIMITED,THE TRUST COMP LTD,28/05/1990,19/12/2013,40200000,17,40,R;S;M,ppt1,perpetual limited; offers 0.1495 {ppt1} per one {tru1},,0C0000A4CC,0P00006X0D,,,TRU1
tru2,TRU,TRU,1,01,ord for.exempt nzx,20210106,,44202,,06/01/2021,,634,TRUSCREEN GROUP LIMITED,TRUSCREEN,06/01/2021,,35100000,14,35,,,,,0C0000AROI,0P00014MNZ,,,TRU
try1,TRY,TRY,1,01,ordinary,19910516,20120111,33374,40919,16/05/1991,11/01/2012,2902,TROY RESOURCES NL,TROY RESOURCES NL,05/03/1987,01/09/2023,15104000,3,15,N,,,,0C00000ME0,0P00006X0C,,,TRY
try1,TRY,TRY,1,01,ordinary,20120112,20230901,40920,45170,12/01/2012,01/09/2023,2366,TROY RESOURCES LIMITED,TROY RESOURCES LTD,05/03/1987,01/09/2023,15104000,3,15,E,,,,0C00000ME0,0P00006X0C,,,TRY
tse1,TSE,TSE,1,01,ordinary,20010503,20151103,37014,42311,03/05/2001,03/11/2015,3652,TRANSFIELD SERVICES LIMITED,TRANSFIELD SERVICES,03/05/2001,28/06/2016,20200000,5,20,N,,,,0C00000MDL,0P00006WZZ,,,BRS
tse1,BRS,BRS,1,01,ordinary,20151104,20160628,42312,42549,04/11/2015,28/06/2016,142,BROADSPECTRUM LIMITED,BROADSPECTRUM LTD,03/05/2001,28/06/2016,20200000,5,20,A,,ferrovial services australia pty ltd offers 150 cents per {tse1},,0C00000MDL,0P00006WZZ,,,BRS
tsh1,TSH,TSH,1,01,ordinary,20040924,20120110,38254,40918,24/09/2004,10/01/2012,947,TSV HOLDINGS LIMITED,TSV HOLDINGS LIMITED,24/09/2004,,45200000,22,45,N,,,,0C00000MBV,0P00006Y7H,,,AHC
tsh1,AZV,AZV,1,01,ordinary,20120111,20201126,40919,44161,11/01/2012,26/11/2020,1586,AZURE HEALTHCARE LIMITED,AZURE HEALTHCARE LTD,24/09/2004,,35100000,14,35,N,,,,0C00000MBV,0P00006Y7H,,,AHC
tsh1,AHC,AHC,1,01,ordinary,20201127,,44162,,27/11/2020,,840,AUSTCO HEALTHCARE LIMITED,AUSTCO HEALTHCARE,24/09/2004,,35100000,14,35,,,,,0C00000MBV,0P00006Y7H,,,AHC
tsi3,TSI,TSI,1,06,stapled securities,20070612,20110711,39245,40735,12/06/2007,11/07/2011,1020,TRANSFIELD SERVICES INFRASTRUCTURE FUND,TRANSFIELD SERVICES,12/06/2007,11/07/2011,55100000,25,55,R;S;M,,ratchaburi electricity generating holding pcl offers 85 cents per {tsi3} less any distributions declared or paid before the scheme is implemented,,0C00000W2J,0P0000A1OP,,,TSI2
tsi4,TSI,TSI,1,01,ordinary,20201210,,44175,,10/12/2020,,873,TOP SHELF INTERNATIONAL HOLDINGS LTD,TOP SHELF,10/12/2020,,30200000,13,30,,,,,0C0000BZYF,0P0001L9Y2,,,TSI
tsm1,TSM,TSM,1,01,ordinary,20070604,20161206,39237,42710,04/06/2007,06/12/2016,2196,THINKSMART LIMITED,THINKSMART LIMITED,04/06/2007,06/12/2016,40200000,17,40,R;H,,transferring to LSEs AIM exchange,,0C00000W2I,0P0000A1OO,,,TSM
tso1,TSO,TSO,1,06,units,20041201,20120629,38322,41089,01/12/2004,29/06/2012,1812,TISHMAN SPEYER OFFICE FUND,TISHMAN SPEYER,01/12/2004,29/06/2012,40402000,20,40,W,,unitholders recieve 98.665934 US cents per unit; or 94.925856 AUS cents per unit (exchange rate used was 1.0394),,0C00000W2H,0P0000A1ON,,,TSO1
tsp1,TSP,TSP,1,01,ordinary,19980327,20000828,35881,36766,27/03/1998,28/08/2000,36,TIMOR SEA PETROLEUM NL,TIMOR SEA PETROLEUM,27/03/1998,,,1,10,C,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,TSP,TSPDA,1,01,deferred settlement,20000829,20000914,36767,36783,29/08/2000,14/09/2000,1,TIMOR SEA PETROLEUM NL,TIMOR SEA PETROLEUM,27/03/1998,,,1,10,C,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,TSP,TSP,1,01,ordinary,20000915,20000920,36784,36789,15/09/2000,20/09/2000,0,TIMOR SEA PETROLEUM NL,TIMOR SEA PETROLEUM,27/03/1998,,,1,10,N,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,ESP,ESP,1,01,ordinary,20000921,20010111,36790,36902,21/09/2000,11/01/2001,0,ESCAPE3D.NL,ESCAPE3D.NL,27/03/1998,,,1,10,N;Y,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,MEO,MEO,1,01,ordinary,20010112,20070123,36903,39105,12/01/2001,23/01/2007,1068,METHANOL AUSTRALIA LIMITED,METHANOL AUSTRALIA,27/03/1998,,10100000,1,10,N,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,MEO,MEO,1,01,ordinary,20070124,20161107,39106,42681,24/01/2007,07/11/2016,2418,MEO AUSTRALIA LIMITED,MEO AUSTRALIA LTD,27/03/1998,,10100000,1,10,N,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsp1,MAY,MAY,1,01,ordinary,20161108,,42682,,08/11/2016,,1999,MELBANA ENERGY LIMITED,MELBANA ENERGY LTD,27/03/1998,,10100000,1,10,,,,,0C00000LXT,0P00006Y2Z,,,MAY
tsr1,TSR,TSR,1,01,ordinary,19991217,20010730,36511,37102,17/12/1999,30/07/2001,293,TECHSTAR LIMITED,TECHSTAR LIMITED,17/12/1999,,40201020,17,40,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,TSR,TSRDA,1,01,deferred settlement,20010731,20010814,37103,37117,31/07/2001,14/08/2001,10,TECHSTAR LIMITED,TECHSTAR LIMITED,17/12/1999,,40201020,17,40,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,TSR,TSR,1,01,ordinary,20010815,20070422,37118,39194,15/08/2001,22/04/2007,636,TECHSTAR LIMITED,TECHSTAR LIMITED,17/12/1999,,40200000,17,40,N,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,PEV,PEV,1,01,ordinary,20070423,20101212,39195,40524,23/04/2007,12/12/2010,757,PACIFIC ENVIROMIN LIMITED,PACIFIC ENVIROMIN,17/12/1999,,15104000,3,15,N,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,AQC,AQC,1,01,ordinary,20101213,20141125,40525,41968,13/12/2010,25/11/2014,939,AUSTRALIAN PACIFIC COAL LIMITED,AUSPACCOAL LTD,17/12/1999,,15104000,3,15,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,AQC,AQCDA,1,01,deferred settlement,20141126,20141205,41969,41978,26/11/2014,05/12/2014,8,AUSTRALIAN PACIFIC COAL LIMITED,AUSPACCOAL LTD,17/12/1999,,15104000,3,15,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,AQC,AQC,1,01,ordinary,20141206,20171129,41979,43068,06/12/2014,29/11/2017,648,AUSTRALIAN PACIFIC COAL LIMITED,AUSPACCOAL LTD,17/12/1999,,15104000,3,15,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,AQC,AQCDC,1,01,deferred settlement,20171130,20171208,43069,43077,30/11/2017,08/12/2017,4,AUSTRALIAN PACIFIC COAL LIMITED,AUSPACCOAL LTD,17/12/1999,,15104000,3,15,C,,,,0C00000MCD,0P00006WZ7,,,AQC
tsr1,AQC,AQC,1,01,ordinary,20171209,,43078,,09/12/2017,,1356,AUSTRALIAN PACIFIC COAL LIMITED,AUSPACCOAL LTD,17/12/1999,,15104000,3,15,,,,,0C00000MCD,0P00006WZ7,,,AQC
tss1,TSS,TSS,1,01,ordinary,19971118,20040831,35752,38230,18/11/1997,31/08/2004,571,TASSAL LIMITED,TASSAL LIMITED,06/08/1987,31/08/2004,30200000,13,30,F,,,,0C00008XO0,0P0001D1RF,,,TSS
tst1,TST,TST,1,01,ordinary,20000628,20070110,36705,39092,28/06/2000,10/01/2007,723,TRYSOFT CORPORATION LIMITED,TRYSOFT CORPORATION,28/06/2000,01/09/2009,45100000,21,45,N,,,,0C00000ME2,0P00006X0E,,,RCA
tst1,RCA,RCA,1,01,ordinary,20070111,20090901,39093,40057,11/01/2007,01/09/2009,58,RAW CAPITAL PARTNERS LIMITED,RAW CAPITAL PARTNERS,28/06/2000,01/09/2009,45100000,21,45,F,,,,0C00000ME2,0P00006X0E,,,RCA
tsv1,TSV,TSV,1,01,ordinary,20040310,20081130,38056,39782,10/03/2004,30/11/2008,753,TRANSERV AUSTRALIA LIMITED,TRANSERV AUSTRALIA,10/03/2004,,10100000,1,10,N,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,TSV,TSV,1,01,ordinary,20081201,20141127,39783,41970,01/12/2008,27/11/2014,1337,TRANSERV ENERGY LIMITED,TRANSERV ENERGY LTD,10/03/2004,,10100000,1,10,C,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,TSV,TSVDA,1,01,deferred settlement,20141128,20141209,41971,41982,28/11/2014,09/12/2014,6,TRANSERV ENERGY LIMITED,TRANSERV ENERGY LTD,10/03/2004,,10100000,1,10,C,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,TSV,TSV,1,01,ordinary,20141210,20170705,41983,42921,10/12/2014,05/07/2017,525,TRANSERV ENERGY LIMITED,TRANSERV ENERGY LTD,10/03/2004,,10100000,1,10,N,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,WBE,WBE,1,01,ordinary,20170706,20230928,42922,45197,06/07/2017,28/09/2023,994,WHITEBARK ENERGY LTD,WHITEBARK ENERGY,10/03/2004,,10100000,1,10,C,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,WBE,WBEDC,1,01,deferred settlement,20230929,20231009,45198,45208,29/09/2023,09/10/2023,7,WHITEBARK ENERGY LTD,WHITEBARK ENERGY,10/03/2004,,10100000,1,10,C,,,,0C00000MDK,0P00006Y81,,,WBE
tsv1,WBE,WBE,1,01,deferred settlement,20231010,,45209,,10/10/2023,,222,WHITEBARK ENERGY LTD,WHITEBARK ENERGY,10/03/2004,,10100000,1,10,,,,,0C00000MDK,0P00006Y81,,,WBE
ttc1,TTC,TTC,1,01,ordinary,20150908,20181217,42255,43451,08/09/2015,17/12/2018,637,TRADITIONAL THERAPY CLINICS LIMITED,TRADITIONAL THERAPY,08/09/2015,17/12/2018,35100000,14,35,E,,,,0C0000AZAI,0P00016JJP,,,TTC
tth1,TTH,TTH,1,01,ordinary,19510101,20100212,18629,40221,01/01/1951,12/02/2010,988,TOOTH & COMPANY LIMITED,TOOTH & COMPANY,01/01/1951,12/02/2010,40200000,17,40,R;L,,,,0C00000MDB,0P00006WZU,,,TTH
ttl1,TTL,TTL,1,01,ordinary,20000411,20031116,36627,37941,11/04/2000,16/11/2003,680,THIN TECHNOLOGIES LIMITED,THIN TECHNOLOGIES,11/04/2000,12/02/2013,45100000,21,45,N,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,AMD,AMD,1,01,ordinary,20031117,20041123,37942,38314,17/11/2003,23/11/2004,0,ACUITY INVESTMENT MANAGEMENT LIMITED,ACUITY INVESTMENT,11/04/2000,12/02/2013,45100000,21,45,C,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,AMD,AMDDA,1,01,deferred settlement,20041124,20041206,38315,38327,24/11/2004,06/12/2004,1,ACUITY INVESTMENT MANAGEMENT LIMITED,ACUITY INVESTMENT,11/04/2000,12/02/2013,45100000,21,45,C,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,AMD,AMD,1,01,ordinary,20041207,20051214,38328,38700,07/12/2004,14/12/2005,0,ACUITY INVESTMENT MANAGEMENT LIMITED,ACUITY INVESTMENT,11/04/2000,12/02/2013,45100000,21,45,N,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,AMD,AMDDB,1,01,deferred settlement,20051215,20051221,38701,38707,15/12/2005,21/12/2005,1,ACUITY INVESTMENT MANAGEMENT LIMITED,ACUITY INVESTMENT,11/04/2000,12/02/2013,45100000,21,45,C,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,AMD,AMD,1,01,ordinary,20051222,20051227,38708,38713,22/12/2005,27/12/2005,0,ACUITY INVESTMENT MANAGEMENT LIMITED,ACUITY INVESTMENT,11/04/2000,12/02/2013,45100000,21,45,N,,,,0C00000W2O,0P0000A1OU,,,TQH
ttl1,TQH,TQH,1,01,ordinary,20051228,20130212,38714,41317,28/12/2005,12/02/2013,583,3Q HOLDINGS LIMITED,3Q HOLDINGS LIMITED,11/04/2000,12/02/2013,45100000,21,45,R,,,,0C00000W2O,0P0000A1OU,,,TQH
ttn1,TTN,TTN,1,01,ordinary,20111207,20160601,40884,42522,07/12/2011,01/06/2016,859,TITAN ENERGY SERVICES LIMITED,TITAN ENERGY SERVICE,07/12/2011,,10100000,1,10,N,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,TTN,TTNDA,1,01,deferred settlement,20160602,20160614,42523,42535,02/06/2016,14/06/2016,1,TITAN ENERGY SERVICES LIMITED,TITAN ENERGY SERVICE,07/12/2011,,10100000,1,10,C,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,TTN,TTN,1,01,ordinary,20160615,20160718,42536,42569,15/06/2016,18/07/2016,0,TITAN ENERGY SERVICES LIMITED,TITAN ENERGY SERVICE,07/12/2011,,10100000,1,10,N,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AUG,AUG,1,01,ordinary,20160719,20170913,42570,42991,19/07/2016,13/09/2017,0,AUGEND LTD,AUGEND LTD,07/12/2011,,10100000,1,10,N;C,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AUG,AUGDC,1,01,deferred settlement,20170914,20170922,42992,43000,14/09/2017,22/09/2017,1,AUGEND LTD,AUGEND LTD,07/12/2011,,10100000,1,10,C,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AUG,AUG,1,01,ordinary,20170923,20170925,43001,43003,23/09/2017,25/09/2017,0,AUGEND LTD,AUGEND LTD,07/12/2011,,10100000,1,10,N;C,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AU8,AU8,1,01,ordinary,20170926,20201202,43004,44167,26/09/2017,02/12/2020,789,AUMAKE INTERNATIONAL LIMITED,AUMAKE INT LTD,07/12/2011,,25500000,11,25,N,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AU8,AU8,1,01,ordinary,20201203,20201203,44168,44168,03/12/2020,03/12/2020,1,AUMAKE LIMITED,AUMAKE LTD,07/12/2011,,25500000,11,25,N,,,,0C000095CB,0P0000USYG,,,AUK
ttn1,AUK,AUK,1,01,ordinary,20201204,,44169,,04/12/2020,,831,AUMAKE LIMITED.,AUMAKE LIMITED.,07/12/2011,,25500000,11,25,,,,,0C000095CB,0P0000USYG,,,AUK
ttr1,TTR,TTR,1,01,ordinary,19970616,20110830,35597,40785,16/06/1997,30/08/2011,2699,TECTONIC RESOURCES NL,TECTONIC RESOURCES,18/04/1951,23/05/2016,15104000,3,15,C,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,TTR,TTRDA,1,01,deferred settlement,20110831,20110913,40786,40799,31/08/2011,13/09/2011,6,TECTONIC RESOURCES NL,TECTONIC RESOURCES,18/04/1951,23/05/2016,15104000,3,15,C,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,TTR,TTR,1,01,ordinary,20110914,20110914,40800,40800,14/09/2011,14/09/2011,1,TECTONIC RESOURCES NL,TECTONIC RESOURCES,18/04/1951,23/05/2016,15104000,3,15,N,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,PRH,PRH,1,01,ordinary,20110915,20111030,40801,40846,15/09/2011,30/10/2011,27,PHILLIPS RIVER MINING NL,PHILLIPS RIVER NL,18/04/1951,23/05/2016,15104000,3,15,N;Y,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,PRH,PRH,1,01,ordinary,20111031,20130523,40847,41417,31/10/2011,23/05/2013,270,PHILLIPS RIVER MINING LIMITED,PHILLIPS RIVER LTD,18/04/1951,23/05/2016,15104000,3,15,C,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,PRH,PRHDA,1,01,deferred settlement,20130524,20130607,41418,41432,24/05/2013,07/06/2013,1,PHILLIPS RIVER MINING LIMITED,PHILLIPS RIVER LTD,18/04/1951,23/05/2016,15104000,3,15,C,,,,0C00000MCG,0P00006WZA,,,PRH
ttr1,PRH,PRH,1,01,ordinary,20130608,20160523,41433,42513,08/06/2013,23/05/2016,0,PHILLIPS RIVER MINING LIMITED,PHILLIPS RIVER LTD,18/04/1951,23/05/2016,15104000,3,15,E,,,,0C00000MCG,0P00006WZA,,,PRH
tts1,TTS,TTS,1,01,ordinary,20050707,20071204,38540,39420,07/07/2005,04/12/2007,613,TATTERSALLS LIMITED,TATTERSALLS LIMITED,07/07/2005,27/12/2017,25300000,9,25,N,,,,0C00000MCB,0P00006WZ5,,,TTS
tts1,TTS,TTS,1,01,ordinary,20071205,20171227,39421,43096,05/12/2007,27/12/2017,2538,TATTS GROUP LIMITED,TATTS GROUP LTD,07/07/2005,27/12/2017,25300000,9,25,S;R;M,tah1,tabcorp holdings limited {tah1} offers 0.80 {tah1} plus 42.5 cents for each one {tts1} less the {tts1} special dividend amount,,0C00000MCB,0P00006WZ5,,,TTS
ttt1,TTT,TTT,1,01,ordinary,20031203,20060825,37958,38954,03/12/2003,25/08/2006,664,TRITTON RESOURCES LIMITED,TRITTON RESOURCES,03/12/2003,25/08/2006,15104000,3,15,A,srl1,straits resources limited,,0C00000MDY,0P00006X0B,,,TTT1
ttt2,TTT,TTT,1,01,ordinary,20170921,,42999,,21/09/2017,,1813,TITOMIC LIMITED,TITOMIC LIMITED,21/09/2017,,15100000,2,15,,,,,0C0000BBWO,0P0001BLII,,,TTT
ttv2,TTV,TTV,1,01,ordinary,20041223,20061127,38344,39048,23/12/2004,27/11/2006,322,TWO WAY TV AUSTRALIA LIMITED,TWO WAY TV AUSTRALIA,23/12/2004,,25400000,10,25,N,,,,0C00000ME4,0P00006X0G,,,DNA
ttv2,TTV,TTV,1,01,ordinary,20061128,20121220,39049,41263,28/11/2006,20/12/2012,891,TWO WAY LIMITED,TWO WAY LIMITED,23/12/2004,,45100000,21,45,C,,,,0C00000ME4,0P00006X0G,,,DNA
ttv2,TTV,TTVDA,1,01,deferred settlement,20121221,20130108,41264,41282,21/12/2012,08/01/2013,2,TWO WAY LIMITED,TWO WAY LIMITED,23/12/2004,,45100000,21,45,C,,,,0C00000ME4,0P00006X0G,,,DNA
ttv2,TTV,TTV,1,01,ordinary,20130109,20130130,41283,41304,09/01/2013,30/01/2013,1,TWO WAY LIMITED,TWO WAY LIMITED,23/12/2004,,45100000,21,45,N,,,,0C00000ME4,0P00006X0G,,,DNA
ttv2,DNA,DNA,1,01,ordinary,20130131,,41305,,31/01/2013,,2780,DONACO INTERNATIONAL LIMITED,DONACO INTERNATIONAL,23/12/2004,,25300000,9,25,,,,,0C00000ME4,0P00006X0G,,,DNA
tua1,TUA,TUA,1,01,deferred settlement,20200630,,44012,,30/06/2020,,1142,TUAS LIMITED,TUAS LIMITED,30/06/2020,,50100000,23,50,,,,,0C0000BV5G,0P0001K7F3,,,TUA
tuc1,TUC,TUC,1,01,ordinary,20070426,20110804,39198,40759,26/04/2007,04/08/2011,803,TERRITORY URANIUM COMPANY LIMITED,TERRITORY URANIUM,26/04/2007,04/06/2020,15104000,3,15,N,,,,0C00000W2G,0P0000A1OM,,,SPX2
tuc1,TUC,TUC,1,01,ordinary,20110805,20140106,40760,41645,05/08/2011,06/01/2014,462,TUC RESOURCES LIMITED,TUC RESOURCES LTD,26/04/2007,04/06/2020,15104000,3,15,N,,,,0C00000W2G,0P0000A1OM,,,SPX2
tuc1,SPX,SPX,1,01,ordinary,20140107,20180925,41646,43368,07/01/2014,25/09/2018,643,SPECTRUM RARE EARTHS LIMITED,SPECTRUM RARE EARTHS,26/04/2007,04/06/2020,15104000,3,15,N,,,,0C00000W2G,0P0000A1OM,,,SPX2
tuc1,SPX,SPX,1,01,ordinary,20180926,20200604,43369,43986,26/09/2018,04/06/2020,372,SPECTRUM METALS LIMITED,SPECTRUM METALS LTD,26/04/2007,04/06/2020,15104000,3,15,A,rms1,ramelius resources limited offers one {rms} plus 17 cents per each ten {tuc1},,0C00000W2G,0P0000A1OM,,,SPX2
tul1,TUL,TUL,1,01,cdi 1:1,20210318,20230704,44273,45111,18/03/2021,04/07/2023,566,TULLA RESOURCES PLC,TULLA RESOURCES,18/03/2021,04/07/2023,15104000,3,15,R;S;M,psr1,pantoro limited merges with 4.9578 {psr1} per each one {tul1} and {tul1} plus {tul1} demerges its industrial mineral assets to {tul1} shareholders,,0C0000C2P5,0P0001LXGK,,,TUL
tup1,TUP,TUP,1,01,cdi 1:1,20121127,20131024,41240,41571,27/11/2012,24/10/2013,122,TTG MOBILE COUPON SERVICES LIMITED,TTG MOBILE COUPON,27/11/2012,,20200000,5,20,N,,,,0C00009F0M,0P0000XMY1,,,FTC
tup1,TUP,TUP,1,01,cdi 1:1,20131025,20180425,41572,43215,25/10/2013,25/04/2018,571,TTG FINTECH LIMITED,TTG FINTECH LTD,27/11/2012,,45100000,21,45,N,,,,0C00009F0M,0P0000XMY1,,,FTC
tup1,FTC,FTC,1,01,cdi 1:1,20180426,,43216,,26/04/2018,,1021,FINTECH CHAIN LIMITED,FINTECH CHAIN LTD,27/11/2012,,40200000,17,40,,,,,0C00009F0M,0P0000XMY1,,,FTC
tvl2,TVL,TVL,1,01,ordinary,19990512,20080218,36292,39496,12/05/1999,18/02/2008,1759,TRAVEL.COM.AU LIMITED,TRAVEL.COM.AU,12/05/1999,18/02/2008,25300000,9,25,A,,whatif.com holdings limited,,0C00000MDS,0P00006X06,,,TVL1
tvl3,TVL,TVL,1,01,ordinary,20210929,,44468,,29/09/2021,,756,TOUCH VENTURES LIMITED,TOUCH VENTURES,29/09/2021,,40200000,17,40,,,,,0C0000C8UB,0P0001NF8E,,,TVL
tvn1,TVN,TVN,1,01,ordinary,19990817,20020327,36389,37342,17/08/1999,27/03/2002,398,TVSN LIMITED,TVSN LIMITED,17/08/1999,29/08/2024,25502010,11,25,C,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,TVN,TVNDA,1,01,deferred settlement,20020328,20020627,37343,37434,28/03/2002,27/06/2002,1,TVSN LIMITED,TVSN LIMITED,17/08/1999,29/08/2024,25502010,11,25,C,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,TVN,TVN,1,01,ordinary,20020628,20070115,37435,39097,28/06/2002,15/01/2007,408,TVSN LIMITED,TVN CORPORATION LTD,17/08/1999,29/08/2024,25500000,11,25,N,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,TVN,TVNDA,1,01,deferred settlement,20070116,20070129,39098,39111,16/01/2007,29/01/2007,1,TVSN LIMITED,TVN CORPORATION LTD,17/08/1999,29/08/2024,25500000,11,25,C,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,TVN,TVN,1,01,ordinary,20070130,20070131,39112,39113,30/01/2007,31/01/2007,0,TVSN LIMITED,TVN CORPORATION LTD,17/08/1999,29/08/2024,25500000,11,25,N,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,TVN,TVN,1,01,ordinary,20070201,20111128,39114,40875,01/02/2007,28/11/2011,569,TVN CORPORATION LIMITED,TVN CORPORATION LTD,17/08/1999,29/08/2024,25500000,11,25,N,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,MOU,MOU,1,01,ordinary,20111129,20150805,40876,42221,29/11/2011,05/08/2015,675,MODUN RESOURCES LTD,MODUN RESOURCES LTD,17/08/1999,29/08/2024,10100000,1,10,C;N,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,MOU,MOUDA,1,01,deferred settlement,20150806,20150817,42222,42233,06/08/2015,17/08/2015,1,MODUN RESOURCES LTD,MODUN RESOURCES LTD,17/08/1999,29/08/2024,10100000,1,10,C,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,MOU,MOU,1,01,ordinary,20150818,20150827,42234,42243,18/08/2015,27/08/2015,0,MODUN RESOURCES LTD,MODUN RESOURCES LTD,17/08/1999,29/08/2024,10100000,1,10,C;N,,,,0C00000MBW,0P00006WYS,,,LVT
tvn1,LVT,LVT,1,01,ordinary,20150828,20240829,42244,45533,28/08/2015,29/08/2024,1995,LIVETILES LIMITED,LIVETILES LIMITED,17/08/1999,29/08/2024,45100000,21,45,F,,,,0C00000MBW,0P00006WYS,,,LVT
twd1,TWD,TWD,1,01,ordinary,20000814,,36752,,14/08/2000,,4645,TAMAWOOD LIMITED,TAMAWOOD LIMITED,14/08/2000,,25200000,8,25,,,,,0C00000MC2,0P00006WYY,,,TWD
twe1,TWE,TWE,1,01,ordinary,20110510,,40673,,10/05/2011,,3448,TREASURY WINE ESTATES LIMITED,TREASURY WINE ESTATE,10/05/2011,,30200000,13,30,,,,,0C00008Q99,0P0000T2V0,,,TWE
twr1,TWR,TWR,1,01,ordinary,19991005,20050206,36438,38389,05/10/1999,06/02/2005,1285,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWRDA,1,01,deferred settlement,20050207,20050214,38390,38397,07/02/2005,14/02/2005,6,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWR,1,01,ordinary,20050215,20061112,38398,39033,15/02/2005,12/11/2006,442,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWRDA,1,01,deferred settlement,20061113,20061120,39034,39041,13/11/2006,20/11/2006,6,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWR,1,01,ordinary,20061121,20130327,39042,41360,21/11/2006,27/03/2013,1483,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWRDA,1,01,deferred settlement,20130328,20130412,41361,41376,28/03/2013,12/04/2013,6,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWR,1,01,ord for. exempt nzx,20130413,20220306,41377,44626,13/04/2013,06/03/2022,1884,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
twr1,TWR,TWRDB,1,01,deferred settlement,20220307,20220309,44627,44629,07/03/2022,09/03/2022,1,TOWER LIMITED,TOWER LIMITED,28/09/1999,,40300000,18,40,C,,,,0C00000MDF,0P00006WZX,,,TWR
