Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
mnm1,AUL,AUL,1,01,ordinary,20171218,20191202,43087,43801,18/12/2017,02/12/2019,413,AUSTAR GOLD LIMITED,AUSTAR GOLD LTD,22/11/2006,25/08/2021,15104000,3,15,C,,,,0C00000W6H,0P0000A0YW,,,AUL
mnm1,AUL,AULDA,1,01,deferred settlement,20191203,20191211,43802,43810,03/12/2019,11/12/2019,3,AUSTAR GOLD LIMITED,AUSTAR GOLD LTD,22/11/2006,25/08/2021,15104000,3,15,C,,,,0C00000W6H,0P0000A0YW,,,AUL
mnm1,AUL,AUL,1,01,ordinary,20191212,20210825,43811,44433,12/12/2019,25/08/2021,349,AUSTAR GOLD LIMITED,AUSTAR GOLD LTD,22/11/2006,25/08/2021,15104000,3,15,S;R;M,wrm2,white rock minerals limited offers 0.78 {wrm2} shares per each {mnm1},,0C00000W6H,0P0000A0YW,,,AUL
mnr2,MNR,MNR,1,01,ordinary,20001221,20050303,36881,38414,21/12/2000,03/03/2005,955,MINOTAUR RESOURCES LIMITED,MINOTAUR RESOURCES,21/12/2000,03/03/2005,15104000,3,15,R;S;M,oxr1,oxiana limited,,0C00000LYD,0P00006WPN,,,MNR
mnrs1,MNR,MNRS,1,07,etf units,20160729,,42580,,29/07/2016,,1922,BETASHARES GLOBAL GOLD MINERS ETF - CURRENCY HEDGED,BETA GLOBAL GOLD,29/07/2016,,0,26,70,,,,,,,,,MNRS
mns2,MNS,MNS,1,01,ordinary,20000113,20030822,36538,37855,13/01/2000,22/08/2003,471,MILNES HOLDINGS LIMITED,MILNES HOLDINGS,13/01/2000,22/08/2003,15102000,2,15,A,,iplex pipelines pty ltd,,0C000037XN,0P0001D18W,,,MNS2
mnw1,MNW,MNW,1,01,ordinary,20070802,20141214,39296,41987,02/08/2007,14/12/2014,1089,MINT WIRELESS LIMITED,MINT WIRELESS,02/08/2007,21/09/2020,45100000,21,45,N,,,,0C00000W6G,0P0000A0YV,,,MNW
mnw1,MNW,MNW,1,01,ordinary,20141215,20200921,41988,44095,15/12/2014,21/09/2020,1183,MINT PAYMENTS LIMITED,MINT PAYMENTS LTD,02/08/2007,21/09/2020,45100000,21,45,R,,,,0C00000W6G,0P0000A0YV,,,MNW
mny1,MNY,MNY,1,01,ordinary,20061019,20221211,39009,44906,19/10/2006,11/12/2022,2874,MONEY3 CORPORATION LIMITED,MONEY3 CORPORATION,19/10/2006,,40200000,17,40,N,,,,0C00000LYU,0P00006Y3H,,,SVR
mny1,SVR,SVR,1,01,ordinary,20221212,,44907,,12/12/2022,,519,SOLVAR LIMITED,SOLVAR LIMITED,19/10/2006,,40200000,17,40,,,,,0C00000LYU,0P00006Y3H,,,SVR
moat2,MOA,MOAT,1,07,cdi 1:1,20150626,20160428,42181,42488,26/06/2015,28/04/2016,125,MARKET VECTORS MORNINGSTAR WIDE MOAT ETF,MKTVECTUSWIDEMOAT,26/06/2015,,0,26,70,N,,,,,,,,MOAT
moat2,MOA,MOAT,1,07,etf units,20160429,20191008,42489,43746,29/04/2016,08/10/2019,838,VANECK VECTORS MORNINGSTAR WIDE MOAT ETF,VANECK US WIDE MOAT,26/06/2015,,0,26,70,C,,,,,,,,MOAT
moat2,MOA,MOADA,1,07,deferred settlement,20191009,20191011,43747,43749,09/10/2019,11/10/2019,3,VANECK VECTORS MORNINGSTAR WIDE MOAT ETF,VANECK US WIDE MOAT,26/06/2015,,0,26,70,C,,,,,,,,MOAT
moat2,MOA,MOAT,1,07,etf units,20191012,20210722,43750,44399,12/10/2019,22/07/2021,450,VANECK VECTORS MORNINGSTAR WIDE MOAT ETF,VANECK US WIDE MOAT,26/06/2015,,0,26,70,N,,,,,,,,MOAT
moat2,MOA,MOAT,1,07,etf units,20210723,,44400,,23/07/2021,,871,VANECK MORNINGSTAR WIDE MOAT ETF,VANECK US WIDE MOAT,26/06/2015,,0,26,70,,,,,,,,,MOAT
mob2,MOB,MOB,1,01,ordinary,19990625,20050508,36336,38480,25/06/1999,08/05/2005,1075,MOBILE INNOVATIONS LIMITED,MOBILE INNOVATIONS,25/06/1999,08/08/2011,50100000,23,50,N,,,,0C00000LL5,0P00006WGS,,,ENG
mob2,ENG,ENG,1,01,ordinary,20050509,20091116,38481,40133,09/05/2005,16/11/2009,1028,ENGIN LIMITED,ENGIN LIMITED,25/06/1999,08/08/2011,50100000,23,50,C,,,,0C00000LL5,0P00006WGS,,,ENG
mob2,ENG,ENGDA,1,01,deferred settlement,20091117,20091130,40134,40147,17/11/2009,30/11/2009,1,ENGIN LIMITED,ENGIN LIMITED,25/06/1999,08/08/2011,50100000,23,50,C,,,,0C00000LL5,0P00006WGS,,,ENG
mob2,ENG,ENG,1,01,ordinary,20091201,20110808,40148,40763,01/12/2009,08/08/2011,264,ENGIN LIMITED,ENGIN LIMITED,25/06/1999,08/08/2011,50100000,23,50,R;S;A,,network investment holdings pty ltd; following return of capital of 90 cents per share to minority shareholders to cancel their holdings,,0C00000LL5,0P00006WGS,,,ENG
mob3,MOB,MOB,1,01,ordinary,20170502,20231019,42857,45218,02/05/2017,19/10/2023,1258,MOBILICOM LIMITED,MOBILICOM LTD,02/05/2017,19/10/2023,45200000,22,45,R,,NASDAQ listing reducing ASX listing costs,,0C0000B930,0P0001AE3D,,,MOB
moc2,MOC,MOC,1,01,ordinary,20040810,20210701,38209,44378,10/08/2004,01/07/2021,4237,MORTGAGE CHOICE LIMITED,MORTGAGE CHOICE LTD,10/08/2004,01/07/2021,40100000,16,40,S;R;M,rea1,rea group ltd offers 195 cents per each {moc2},,0C00000LZ2,0P00006WPY,,,MOC
mod1,MOD,MOD,1,01,ordinary,19961107,20110804,35376,40759,07/11/1996,04/08/2011,1503,MEDICAL CORPORATION AUSTRALASIA LIMITED,MEDICAL CORPORATION,18/12/1986,30/10/2019,35100000,14,35,N,,,,0C00000LXA,0P00006WP0,,,MOD
mod1,MOD,MOD,1,01,ordinary,20110805,20180531,40760,43251,05/08/2011,31/05/2018,1454,MOD RESOURCES LIMITED,MOD RESOURCES LTD,18/12/1986,30/10/2019,15104000,3,15,C,,,,0C00000LXA,0P00006WP0,,,MOD
mod1,MOD,MODDA,1,01,deferred settlement,20180601,20180612,43252,43263,01/06/2018,12/06/2018,7,MOD RESOURCES LIMITED,MOD RESOURCES LTD,18/12/1986,30/10/2019,15104000,3,15,C,,,,0C00000LXA,0P00006WP0,,,MOD
mod1,MOD,MOD,1,01,ordinary,20180613,20191030,43264,43768,13/06/2018,30/10/2019,336,MOD RESOURCES LIMITED,MOD RESOURCES LTD,18/12/1986,30/10/2019,15104000,3,15,R;A,sfr1,sandfire resources nl {sfr1} offers 32.85703 cents plus 0.01279176 sandfire shares per {mod1},,0C00000LXA,0P00006WP0,,,MOD
moe1,MOE,MOE,1,01,cdi 5:1,20050527,20061025,38499,39015,27/05/2005,25/10/2006,346,MOTO GOLDMINES LIMITED,MOTO GOLDMINES LTD,27/05/2005,25/10/2006,15104000,3,15,R,,in preference to listing on the toronto stock exchange and the aim market of the london stock exchange,,0C00000I8L,0P00006WQ0,,,MOE1
moe2,MOE,MOE,1,01,ordinary,20170405,20210606,42830,44353,05/04/2017,06/06/2021,1047,MOELIS AUSTRALIA LIMITED,MOELIS AUSTRALIA LTD,05/04/2017,,40200000,17,40,N,,,,0C0000B8QU,0P0001A3XU,,,MAF
moe2,MAF,MAF,1,01,ordinary,20210607,,44354,,07/06/2021,,903,MA FINANCIAL GROUP LIMITED,MA FINANCIAL GROUP,05/04/2017,,40200000,17,40,,,,,0C0000B8QU,0P0001A3XU,,,MAF
mog1,MOG,MOG,1,01,ordinary,20040729,20131009,38197,41556,29/07/2004,09/10/2013,1636,MOBY OIL & GAS LTD,MOBY OIL & GAS LTD,29/07/2004,09/10/2013,10100000,1,10,R;S;B,enx1,energex nl is spun out with one share in energex issued for every 3 {mog1} shares held,,0C0000BEJC,0P0001D191,,,MOG
mogl1,MOG,MOGL,1,36,tmf units,20171220,20210316,43089,44271,20/12/2017,16/03/2021,798,MONTGOMERY GLOBAL EQUITIES FUND (MANAGED FUND),MOGL (MANAGED FUND),20/12/2017,,0,26,70,N,,,,,,,,MOGL
mogl1,MOG,MOGL,1,36,tmf units,20210317,20230531,44272,45077,17/03/2021,31/05/2023,531,MONTAKA GLOBAL LONG ONLY EQUITIES FUND (MANAGED FUND),MOGL (MANAGED FUND),20/12/2017,,0,26,70,N,,,,,,,,MOGL
mogl1,MOG,MOGL,1,36,tmf units,20230601,,45078,,01/06/2023,,374,MONTAKA GBL LONG ONLY EQUITIES FUND (MANAGED FUND),MOGL (MANAGED FUND),20/12/2017,,0,26,70,,,,,,,,,MOGL
moh1,MOH,MOH,1,01,ordinary,20181107,,43411,,07/11/2018,,1238,MOHO RESOURCES LIMITED,MOHO RESOURCES,07/11/2018,,15104000,3,15,,,,,0C0000BILY,0P0001EOM8,,,MOH
mok2,MOK,MOK,1,01,ordinary,20031210,20050515,37965,38487,10/12/2003,15/05/2005,170,MOKUTI MINING LIMITED,MOKUTI MINING LTD,10/12/2003,,15104000,3,15,N,,,,0C00000LP7,0P00006Y08,,,BKT
mok2,GRK,GRK,1,01,ordinary,20050516,20150122,38488,42026,16/05/2005,22/01/2015,2015,GREEN ROCK ENERGY LIMITED,GREEN ROCK ENERGY,10/12/2003,,55100000,25,55,C,,,,0C00000LP7,0P00006Y08,,,BKT
mok2,GRK,GRKDA,1,01,deferred settlement,20150123,20150204,42027,42039,23/01/2015,04/02/2015,1,GREEN ROCK ENERGY LIMITED,GREEN ROCK ENERGY,10/12/2003,,55100000,25,55,C,,,,0C00000LP7,0P00006Y08,,,BKT
mok2,GRK,GRK,1,01,ordinary,20150205,20150329,42040,42092,05/02/2015,29/03/2015,1,GREEN ROCK ENERGY LIMITED,GREEN ROCK ENERGY,10/12/2003,,55100000,25,55,N,,,,0C00000LP7,0P00006Y08,,,BKT
mok2,BKT,BKT,1,01,ordinary,20150330,,42093,,30/03/2015,,2323,BLACK ROCK MINING LIMITED,BLACK ROCK MINING,10/12/2003,,15104000,3,15,,,,,0C00000LP7,0P00006Y08,,,BKT
mom1,MOM,MOM,1,01,ordinary,19861218,20000912,31764,36781,18/12/1986,12/09/2000,44,MONEY MINING NL,MONEY MINING NL,18/12/1986,,,3,15,N;Y,,,,0C00000LUU,0P00006WNC,,,LMG
mom1,RBT,RBT,1,01,ordinary,20000913,20020916,36782,37515,13/09/2000,16/09/2002,341,RAMBORA TECHNOLOGIES LIMITED,RAMBORA TECHNOLOGIES,18/12/1986,,15104030,3,15,N;Y,,,,0C00000LUU,0P00006WNC,,,LMG
mom1,LMG,LMG,1,01,ordinary,20020917,,37516,,17/09/2002,,4127,LATROBE MAGNESIUM LIMITED,LATROBE MAGNESIUM,18/12/1986,,15104000,3,15,,,,,0C00000LUU,0P00006WNC,,,LMG
mony1,MON,MONY,1,07,etf units,20170526,20200526,42881,43977,26/05/2017,26/05/2020,229,UBS IQ CASH ETF,UBS IQ CASH,26/05/2017,26/05/2020,0,26,70,R,,,,,,,,MONY
moo1,MOO,MOO,1,01,ordinary,19960307,20030220,35131,37672,07/03/1996,20/02/2003,436,MONTO MINERALS NL,MONTO MINERALS NL,07/03/1996,,15104000,3,15,N;Y,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOO,1,01,ordinary,20030221,20060403,37673,38810,21/02/2003,03/04/2006,673,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOODA,1,01,deferred settlement,20060404,20060411,38811,38818,04/04/2006,11/04/2006,4,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOO,1,01,ordinary,20060412,20090830,38819,40055,12/04/2006,30/08/2009,533,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOODA,1,01,deferred settlement,20090831,20090911,40056,40067,31/08/2009,11/09/2009,1,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOO,1,01,ordinary,20090912,20151130,40068,42338,12/09/2009,30/11/2015,1025,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOODA,1,01,deferred settlement,20151201,20151210,42339,42348,01/12/2015,10/12/2015,1,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,MOO,MOO,1,01,ordinary,20151211,20151220,42349,42358,11/12/2015,20/12/2015,0,MONTO MINERALS LTD,MONTO MINERALS LTD,07/03/1996,,15104000,3,15,N,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,SRO,SRO,1,01,ordinary,20151221,20190131,42359,43496,21/12/2015,31/01/2019,681,SHAREROOT LTD,SHAREROOT LTD,07/03/1996,,45100000,21,45,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,SRO,SRODC,1,01,deferred settlement,20190201,20190205,43497,43501,01/02/2019,05/02/2019,0,SHAREROOT LTD,SHAREROOT LTD,07/03/1996,,45100000,21,45,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,SRO,SRO,1,01,ordinary,20190206,20191128,43502,43797,06/02/2019,28/11/2019,143,SHAREROOT LTD,SHAREROOT LTD,07/03/1996,,45100000,21,45,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,SRO,SRODD,1,01,deferred settlement,20191129,20191209,43798,43808,29/11/2019,09/12/2019,7,SHAREROOT LTD,SHAREROOT LTD,07/03/1996,,45100000,21,45,C,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,SRO,SRO,1,01,ordinary,20191210,20191210,43809,43809,10/12/2019,10/12/2019,1,SHAREROOT LTD,SHAREROOT LTD,07/03/1996,,45100000,21,45,N,,,,0C00000LYZ,0P00006WPV,,,OPL
moo1,OPL,OPL,1,01,ordinary,20191211,,43810,,11/12/2019,,891,OPYL LIMITED,OPYL LIMITED,07/03/1996,,45100000,21,45,,,,,0C00000LYZ,0P00006WPV,,,OPL
mos1,MOS,MOS,1,01,ordinary,19890223,20101022,32562,40473,23/02/1989,22/10/2010,2711,MOSAIC OIL NL,MOSAIC OIL NL,23/02/1989,22/10/2010,10100000,1,10,R;S;M,agk1,agl energy limited; offers 15 cents per {mos1} or 1.01 {agk1} per 100 {mos1},,0C00000LZ3,0P00006WPZ,,,MOS
mot2,MOT,MOT,1,06,ordinary units,20190429,20210802,43584,44410,29/04/2019,02/08/2021,575,MCP INCOME OPPORTUNITIES TRUST,MCP INCOME OPP TRUST,29/04/2019,,0,26,70,N,,,,0C0000BNGS,0P0001HEI3,,,MOT
mot2,MOT,MOT,1,06,ordinary units,20210803,,44411,,03/08/2021,,862,METRICS INCOME OPPORTUNITIES TRUST,METRICS INCOME,29/04/2019,,0,26,70,,,,,0C0000BNGS,0P0001HEI3,,,MOT
mov1,MOV,MOV,1,01,ord for. exempt nzx,20220701,,44743,,01/07/2022,,195,MOVE LOGISTICS GROUP LIMITED,MOVE LOGISTICS GROUP,01/07/2022,,20300000,6,20,,,,,0C00000O7S,0P00007XVC,,,MOV
mox1,MOX,MOX,1,01,ordinary,20050921,20181126,38616,43430,21/09/2005,26/11/2018,2670,MONAX MINING LIMITED,MONAX MINING LIMITED,21/09/2005,,15104000,3,15,N,,,,0C00000LYT,0P00006Y3G,,,FFM
mox1,AUT,AUT,1,01,ordinary,20181127,20231128,43431,45258,27/11/2018,28/11/2023,1156,AUTECO MINERALS LTD,AUTECO MINERALS,21/09/2005,,15104000,3,15,C,,,,0C00000LYT,0P00006Y3G,,,FFM
mox1,AUT,AUTDA,1,01,deferred settlement,20231129,20231207,45259,45267,29/11/2023,07/12/2023,7,AUTECO MINERALS LTD,AUTECO MINERALS,21/09/2005,,15104000,3,15,C,,,,0C00000LYT,0P00006Y3G,,,FFM
mox1,AUT,AUT,1,01,ordinary,20231208,20231213,45268,45273,08/12/2023,13/12/2023,4,AUTECO MINERALS LTD,AUTECO MINERALS,21/09/2005,,15104000,3,15,N,,,,0C00000LYT,0P00006Y3G,,,FFM
mox1,FFM,FFM,1,01,ordinary,20231214,,45274,,14/12/2023,,260,FIREFLY METALS LTD,FIREFLY METALS LTD,21/09/2005,,15104000,3,15,,,,,0C00000LYT,0P00006Y3G,,,FFM
mp11,MP1,MP1,1,01,ordinary,20151217,,42355,,17/12/2015,,2281,MEGAPORT LIMITED,MEGAPORT LIMITED,17/12/2015,,45100000,21,45,,,,,0C0000B1IX,0P000176AO,,,MP1
mpa1,MPA,MPA,1,01,ordinary,20210326,,44281,,26/03/2021,,882,MAD PAWS HOLDINGS LIMITED,MAD PAWS,26/03/2021,,25300000,9,25,,,,,0C0000C2Z8,0P0001LZPH,,,MPA
mpb1,MPB,MPB,1,01,ordinary,20001201,20080215,36861,39493,01/12/2000,15/02/2008,724,MACKAY PERMANENT BUILDING SOCIETY LIMITED,MACKAY PERMANENT,01/12/2000,15/02/2008,40100000,16,40,A,wbb1,wide bay australia ltd,,0C00000LW7,0P00006WO9,,,MPB
mpd1,MPD,MPD,1,01,ordinary,20010828,20120524,37131,41053,28/08/2001,24/05/2012,1344,MILLEPEDE INTERNATIONAL LIMITED,MILLEPEDE INTERNAT,28/08/2001,20/05/2019,15100000,2,15,C,,,,0C00000LXZ,0P00006WPE,,,PDF
mpd1,MPD,MPDDA,1,01,deferred settlement,20120525,20120607,41054,41067,25/05/2012,07/06/2012,1,MILLEPEDE INTERNATIONAL LIMITED,MILLEPEDE INTERNAT,28/08/2001,20/05/2019,15100000,2,15,C,,,,0C00000LXZ,0P00006WPE,,,PDF
mpd1,MPD,MPD,1,01,ordinary,20120608,20120612,41068,41072,08/06/2012,12/06/2012,0,MILLEPEDE INTERNATIONAL LIMITED,MILLEPEDE INTERNAT,28/08/2001,20/05/2019,15100000,2,15,N,,,,0C00000LXZ,0P00006WPE,,,PDF
mpd1,AYB,AYB,1,01,ordinary,20120613,20161121,41073,42695,13/06/2012,21/11/2016,305,AUSTRALIAN NATURAL PROTEINS LIMITED,AUSTRALIAN PROTEINS,28/08/2001,20/05/2019,30200000,13,30,N,,,,0C00000LXZ,0P00006WPE,,,PDF
mpd1,PDF,PDF,1,01,ordinary,20161122,20190520,42696,43605,22/11/2016,20/05/2019,0,PACIFIC DAIRIES LIMITED,PACIFIC DAIRIES,28/08/2001,20/05/2019,30200000,13,30,E,,,,0C00000LXZ,0P00006WPE,,,PDF
mpg2,MPG,MPG,1,06,stapled securities,20050322,20080613,38433,39612,22/03/2005,13/06/2008,743,MACQUARIE PRIVATE CAPITAL GROUP,MACQUARIE PRIVATE,22/03/2005,13/06/2008,40200000,17,40,R;A,,bear sterns private equity limited through wholly owned bspel australia pty ltd,,0C00000W6D,0P0000A0YU,,,MPG2
mpg3,MPG,MPG,1,01,ordinary,20220316,20231124,44636,45254,16/03/2022,24/11/2023,275,MANY PEAKS GOLD LIMITED,MANYPEAKSGOLDLIMITED,16/03/2022,,15104000,3,15,N,,,,0C0000CDCN,0P0001OK6E,,,MPK
mpg3,MPK,MPK,1,01,ordinary,20231125,,45255,,25/11/2023,,188,MANY PEAKS MINERALS LTD,MANY PEAKS MINERALS,16/03/2022,,15104000,3,15,,,,,0C0000CDCN,0P0001OK6E,,,MPK
mph1,MPH,MPH,1,01,ordinary,19901213,20070831,33220,39325,13/12/1990,31/08/2007,1587,MAGNA PACIFIC (HOLDINGS) LIMITED,MAGNA PACIFIC,20/04/1988,31/08/2007,25400000,10,25,R;S,rrn1,destra corporation limited,,0C00000LWH,0P00006WOH,,,MPH1
mph3,MPH,MPH,1,01,ordinary,20190222,20211215,43518,44545,22/02/2019,15/12/2021,344,MEDILAND PHARM LIMITED,MEDILAND PHARM,22/02/2019,05/08/2024,25500000,11,25,N,,,,0C0000BK9N,0P0001FKOV,,,INL
mph3,INL,INL,1,01,ordinary,20211216,20240805,44546,45509,16/12/2021,05/08/2024,122,INNLANZ LIMITED,INNLANZ LIMITED,22/02/2019,05/08/2024,25500000,11,25,R,,listing costs and low liquidity,,0C0000BK9N,0P0001FKOV,,,INL
mpi1,MPI,MPI,1,01,ordinary,19971216,20091208,35780,40155,16/12/1997,08/12/2009,1903,MARK SENSING LIMITED,MARK SENSING,08/05/1987,31/10/2011,15100000,2,15,N,,,,0C00000LWU,0P00006WOQ,,,TMA
mpi1,TMA,TMA,1,01,ordinary,20091209,20100301,40156,40238,09/12/2009,01/03/2010,32,TMA GROUP OF COMPANIES LIMITED,TMA GROUP COMP LTD,08/05/1987,31/10/2011,15100000,2,15,C,,,,0C00000LWU,0P00006WOQ,,,TMA
mpi1,TMA,TMADA,1,01,deferred settlement,20100302,20100315,40239,40252,02/03/2010,15/03/2010,2,TMA GROUP OF COMPANIES LIMITED,TMA GROUP COMP LTD,08/05/1987,31/10/2011,15100000,2,15,C,,,,0C00000LWU,0P00006WOQ,,,TMA
mpi1,TMA,TMA,1,01,ordinary,20100316,20111031,40253,40847,16/03/2010,31/10/2011,181,TMA GROUP OF COMPANIES LIMITED,TMA GROUP COMP LTD,08/05/1987,31/10/2011,15100000,2,15,R,,,,0C00000LWU,0P00006WOQ,,,TMA
mpl1,MPL,MPL,1,01,ordinary,19980507,20000210,35922,36566,07/05/1998,10/02/2000,27,MAPLE OIL NL,MAPLE OIL NL,22/07/1994,,,1,10,N,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,MXO,MXO,1,01,ordinary,20000211,20051205,36567,38691,11/02/2000,05/12/2005,679,MATRIX OIL NL,MATRIX OIL NL,22/07/1994,,10100000,1,10,N,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,MXO,MXODB,1,01,deferred settlement,20051206,20051230,38692,38716,06/12/2005,30/12/2005,1,MATRIX OIL NL,MATRIX OIL NL,22/07/1994,,10100000,1,10,C,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,MXO,MXO,1,01,ordinary,20051231,20060614,38717,38882,31/12/2005,14/06/2006,0,MATRIX OIL NL,MATRIX OIL NL,22/07/1994,,10100000,1,10,N,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,EMR,EMR,1,01,ordinary,20060615,20141214,38883,41987,15/06/2006,14/12/2014,1772,EMERALD OIL & GAS NL,EMERALD OIL & GAS NL,22/07/1994,,10100000,1,10,N,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,EMR,EMR,1,01,ordinary,20141215,20200324,41988,43914,15/12/2014,24/03/2020,1188,EMERALD RESOURCES NL,EMERALD RES NL,22/07/1994,,15104000,3,15,C,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,EMR,EMRDC,1,01,deferred settlement,20200325,20200402,43915,43923,25/03/2020,02/04/2020,7,EMERALD RESOURCES NL,EMERALD RES NL,22/07/1994,,15104000,3,15,C,,,,0C00000LKT,0P00006XYK,,,EMR
mpl1,EMR,EMR,1,01,ordinary,20200403,,43924,,03/04/2020,,1179,EMERALD RESOURCES NL,EMERALD RES NL,22/07/1994,,15104000,3,15,,,,,0C00000LKT,0P00006XYK,,,EMR
mpl2,MPL,MPL,1,01,ordinary,20141125,,41968,,25/11/2014,,2551,MEDIBANK PRIVATE LIMITED,MEDIBANK PRIVATE LTD,25/11/2014,,40300000,18,40,,,,,0C00003IXB,0P00014IG3,,,MPL
mpm1,MPM,MPM,1,01,ordinary,20030116,20050110,37637,38362,16/01/2003,10/01/2005,484,MPI MINES LIMITED,MPI MINES LIMITED,16/01/2003,10/01/2005,15104000,3,15,A,,,,0C000037YP,0P0001D218,,,MPM
mpn1,MPN,MPNCA,1,21,sheds $60 pd;$40unpd,20050331,20070717,38442,39280,31/03/2005,17/07/2007,84,MACQUARIE PROLOGIS INCOME TRUST,MACQUARIE PROLOGIS,31/03/2005,17/07/2007,0,26,70,R;S;A,,prologis group,,,,,,
mpo1,MPO,MPO,1,01,ordinary,19951103,20040201,35006,38018,03/11/1995,01/02/2004,879,MOLOPO AUSTRALIA NL,MOLOPO AUSTRALIA NL,23/12/1986,06/04/2021,10100000,1,10,N;Y,,,,0C00000LYO,0P00006WPS,,,MPO
mpo1,MPO,MPO,1,01,ordinary,20040202,20071108,38019,39394,02/02/2004,08/11/2007,922,MOLOPO AUSTRALIA LIMITED,MOLOPO AUSTRALIA LTD,23/12/1986,06/04/2021,10100000,1,10,N,,,,0C00000LYO,0P00006WPS,,,MPO
mpo1,MPO,MPODA,1,01,deferred settlement,20071109,20071122,39395,39408,09/11/2007,22/11/2007,10,MOLOPO AUSTRALIA LIMITED,MOLOPO AUSTRALIA LTD,23/12/1986,06/04/2021,10100000,1,10,C,,,,0C00000LYO,0P00006WPS,,,MPO
mpo1,MPO,MPO,1,01,ordinary,20071123,20091110,39409,40127,23/11/2007,10/11/2009,498,MOLOPO AUSTRALIA LIMITED,MOLOPO AUSTRALIA LTD,23/12/1986,06/04/2021,10100000,1,10,N,,,,0C00000LYO,0P00006WPS,,,MPO
mpo1,MPO,MPO,1,01,ordinary,20091111,20210406,40128,44292,11/11/2009,06/04/2021,1832,MOLOPO ENERGY LIMITED,MOLOPO ENERGY LTD,23/12/1986,06/04/2021,10100000,1,10,E,,,,0C00000LYO,0P00006WPS,,,MPO
mpp1,MPP,MPP,1,01,ord for. exempt nzx,20140730,,41850,,30/07/2014,,630,METRO PERFORMANCE GLASS LIMITED,METRO PERF.GLASS LTD,30/07/2014,,20100000,4,20,,,,,0C0000APFH,0P00013SOX,,,MPP
mpr1,MPR,MPRCA,1,06,part.pd.unt.25c unpd,20020626,20030615,37433,37787,26/06/2002,15/06/2003,245,MACQUARIE PROLOGIS TRUST,MACQUARIE PROLOGIS,26/06/2002,17/07/2007,40401010,20,40,C,,,,0C000037VT,0P0001D21D,,,MPR1
mpr1,MPR,MPR,1,06,units,20030616,20070717,37788,39280,16/06/2003,17/07/2007,1026,MACQUARIE PROLOGIS TRUST,MACQUARIE PROLOGIS,26/06/2002,17/07/2007,40402000,20,40,R;S;A,,prologis group,,0C000037VT,0P0001D21D,,,MPR1
mps2,MPS,MPS,1,06,units,20041217,20131128,38338,41606,17/12/2004,28/11/2013,2111,MACARTHURCOOK PROPERTY SECURITIES FUND,MACARTHURCOOK PROP,17/12/2004,,40402000,20,40,N,,,,0C00000W6C,0P0000A1HA,,,APW
mps2,APW,APW,1,06,units,20131129,20160711,41607,42562,29/11/2013,11/07/2016,521,AIMS PROPERTY SECURITIES FUND,AIMS PROR SEC FUND,17/12/2004,,40402000,20,40,C,,,,0C00000W6C,0P0000A1HA,,,APW
mps2,APW,APWDA,1,06,units def set,20160712,20160720,42563,42571,12/07/2016,20/07/2016,1,AIMS PROPERTY SECURITIES FUND,AIMS PROR SEC FUND,17/12/2004,,40402000,20,40,C,,,,0C00000W6C,0P0000A1HA,,,APW
